iddiagnostico	descripcion	codigo_cie9	codigo_cie10
1514	ENFERMEDAD LINFATICO NO INFECCIOSA OTRA	4578  	NULL
1515	GLAUCOMA ANGULO ABIERTO	3651  	NULL
1516	FRACTURA CERRADA PELVIS NO ESPECIFICADO	8088  	NULL
1517	MIOCARDITIS AGUDA	422   	NULL
1518	CUERPO EXTRAÑO LARINGE	9331  	NULL
1519	PARTO OBSTRUIDO	660   	NULL
1520	ANOMALIA CONGENITA CORAZON EMBARAZO	6485  	NULL
1521	ENDOFTALMITIS PURULENTA	3600  	NULL
1522	MASTOIDITIS AGUDA	3830  	NULL
1523	CARCINOMA IN SITU PIEL PARPADO INCLUSO CANTO	2321  	NULL
1524	PARTO PROLONGADO	662   	NULL
1525	QUEMADURA MIEMBRO INFERIOR	945   	NULL
1526	DONANTE ORGANO Y TEJIDO OTRO	V598  	NULL
1527	ACCIDENTE POR MORDEDURA PERRO	E9060 	NULL
1528	VARICES MIEMBRO INFERIOR CON ULCERA	4540  	NULL
1529	ATEROEMBOLISMO EXTREMIDAD INFERIOR	44502 	NULL
1530	PROSTATITIS CRONICA	6011  	NULL
1531	NEOPLASIA EVOLUCION INCIERTA GENITAL FEMENINO OTRO	2363  	NULL
1532	FRACTURA CERRADA TOBILLO NO ESPECIFICADO	8248  	NULL
1533	OTITIS MEDIA NO SUPURATIVA NO ESPECIFICADO	3814  	NULL
1534	ARTRITIS PIOGENICA OTRA	71108 	NULL
1535	HERIDA PARED ABDOMEN ANTERIOR COMPLICADA	8793  	NULL
1536	ABSCESO CEREBRO POR AMEBA	0065  	NULL
1537	HEMORRAGIA TEMPRANA EMBARAZO	640   	NULL
1538	ENFERMEDAD HIPERTROFICA Y ATROFICA PIEL	701   	NULL
1539	PIROSIS	7871  	NULL
1540	PROSTATOCISTITIS	6013  	NULL
1541	HIPERTRIGLICERIDEMIA PURA	2721  	NULL
1542	CONTUSION ESPALDA	9223  	NULL
1543	ENVENENAMIENTO POR ESTIMULANTE SISTEMA NERVIOSO CENTRAL	970   	NULL
1544	FIBRILACION AURICULA	42731 	NULL
1545	FRACTURA ABIERTA HUMERO EXTREMO INFERIOR	8125  	NULL
1546	DESGARRO ANTIGUO MUSCULO SUELO PELVIS	6187  	NULL
1547	DERMATOSIS BULLOSA	694   	NULL
1548	ASISTENCIA ANTICONCEPTIVA REVISION ANTICONCEPTIVO	V254  	NULL
1549	DEGENERACION RETINA PERIFERICA	3626  	NULL
1550	EXCITACION AURICULOVENTRICULAR ANOMALA	4267  	NULL
1551	NEOPLASIA MALIGNA VEJIGA PARED LATERAL	1882  	NULL
1552	LESION NERVIO CUBITAL	9552  	NULL
1553	OTROS(FU)	5938  	NULL
1554	PERDIDA ANORMAL PESO Y BAJO PESO	7832  	NULL
1555	EMBARAZO CON ANTECENDENTE DE ENFERMEDAD TROFOBLASTICA(FU)	00366 	NULL
1556	ENFERMEDAD CRONICA AMIGDALA Y ADENOIDE OTRA	4748  	NULL
1557	QUISTE O AGUJERO MACULA	36254 	NULL
1558	EFECTO TARDIO FRACTURA COLUMNA VERTEBRAL Y TRONCO	9051  	NULL
1559	TUBERCULOSIS COMPLEJO PRIMARIO	0100  	NULL
1560	ENDOCARDITIS AGUDA Y SUBAGUDA BACTERIANA	4210  	NULL
1561	FIEBRE POR MOSQUITO OTRA	0663  	NULL
1562	NEOPLASIA MALIGNA SECUNDARIA LINFATICO INGLE Y PIERNA	1965  	NULL
1563	OTROS(FU)	5768  	NULL
1564	INTUSUSCEPCION INTESTINO	5600  	NULL
1565	DETENCION TRANSVERSA PROFUNDA	6603  	NULL
1566	NEOPLASIA BENIGNA HUESO Y CARTILAGO MANDIBULA	2131  	NULL
1567	QUISTE HUESO	7332  	NULL
1568	NEFROLITIASIS GOTOSA	27411 	NULL
1569	TRASTORNO MENSTRUACION Y HEMORRAGIA ANORMAL OTRA	6268  	NULL
1570	SOPLO CORAZON NO DIAGNOSTICADO	7852  	NULL
1571	GRANULOMA CUERPO EXTRAÑO PIEL Y SUBCUTANEO	7094  	NULL
1572	MONOARTRITIS NO ESPECIFICADO	7166  	NULL
1573	FRACTURA HUESO CARA	802   	NULL
1574	GRANULOMA PIOGENO	6861  	NULL
1575	ENFERMEDAD NERVIO FACIAL [VII PAR]	351   	NULL
1576	ENFERMEDAD CARDIOVASCULAR NO ESPECIFICADO	4292  	NULL
1577	SINDROME POSTFLEBITICO	4591  	NULL
1578	HISTORIA PERSONAL NEOPLASIA MALIGNA OJO	V1084 	NULL
1579	ENFERMEDAD ARTICULACION OTRA HOMBRO	71981 	NULL
1580	NEFRITIS Y NEFROPATIA NO ESPECIFICADO CON LESION MEMBRANOPROLIFERATIVA	5832  	NULL
1581	NEURALGIA TRIGEMINO POR HERPES	05312 	NULL
1582	CARCINOMA IN SITU PIEL CUERO CABELLUDO Y CUELLO	2324  	NULL
1583	EDEMA ANGIONEUROTICO	9951  	NULL
1584	ANEURISMA OTRO	442   	NULL
1585	ENFERMEDAD DE ALZHEIMER	3310  	NULL
1586	CARENCIA VITAMINA D	268   	NULL
1587	NEOPLASIA NATURALEZA NO ESPECIFICADO HUESO,TEJIDO BLANDO Y PIEL	2392  	NULL
1588	LUXACION CERRADA CODO NO ESPECIFICADO	83200 	NULL
1589	HEMORROIDES INTERNA SIN COMPLICACION	4550  	NULL
1590	SINDROME TORACICO AGUDO	5173  	NULL
1591	HEMARTROSIS	7191  	NULL
1592	BAROTRAUMA SINUSAL	9931  	NULL
1593	HERIDA PARED ABDOMEN LATERAL COMPLICADA	8795  	NULL
1594	EFECTO TARDIO LESION VASO SANGUINEO CABEZA,CUELLO Y MIEMBRO	9083  	NULL
1595	VOMITO EXCESIVO EMBARAZO	643   	NULL
1596	ALTERACION MENISCO LATERAL NO ESPECIFICADO	71740 	NULL
1597	LINFOMA NODULAR LINFATICO INTRABDOMINAL	20203 	NULL
1598	CERUMEN IMPACTADO	3804  	NULL
1599	RINOSCLEROMA	0401  	NULL
1600	CONDILOMA ACUMINADO	07811 	NULL
1601	ULCERA GASTROYEYUNAL AGUDA CON PERFORACION	5341  	NULL
1602	GLOMERULONEFRITIS CRONICA CON LESION PROGRESIVA RAPIDA	5824  	NULL
1603	ARTROPATIA TRAUMATICA TOBILLO Y PIE	71617 	NULL
1604	HTLV-III/LAV INFECT CAUSE DIS OF CNS(FU)	0431  	NULL
1605	CARCINOMA IN SITU CERVIX	2331  	NULL
1606	PROBLEMA DEGLUCION Y MASTICACION	V416  	NULL
1607	INFECCION GENITAL Y PELVIS TRAS ABORTO Y EMBARAZO ECTOPICO	6390  	NULL
1608	NEOPLASIA MALIGNA PIEL OTRA	173   	NULL
1609	BLOQUEO CORAZON OTRO	4266  	NULL
1610	LESION MEDULA ESPINAL CERVICAL SIN LESION VERTEBRAL	9520  	NULL
1611	DONANTE RIÑON	V594  	NULL
1612	ENFERMEDAD METABOLICA TRAS ABORTO Y EMBARAZO ECTOPICO	6394  	NULL
1613	OTITIS MEDIA SUPURATIVA AGUDA	3820  	NULL
1614	COLELITIASIS CON COLECISTITIS AGUDA SIN OBSTRUCCION	57400 	NULL
1615	NEOPLASIA BENIGNA OTRA Y NO ESPECIFICADO	229   	NULL
1616	HALLAZGO ANORMAL HISTOLOGICO OTRO	7954  	NULL
1617	ICTERICIA NEONATO POR RETARDO CONJUGACION	7743  	NULL
1618	NEOPLASIA BENIGNA CONDUCTO HEPATICO Y BILIAR	2115  	NULL
1619	ESPASMO ESFINTER DE ODDI	5765  	NULL
1620	HIPERTROFIA UTERO	6212  	NULL
1621	POLIARTROPATIA Y POLIARTRITIS NO ESPECIFICADO	7165  	NULL
1622	PARAMETRITIS Y CELULITIS PELVIS AGUDA	6143  	NULL
1623	HIPERMETROPIA	3670  	NULL
1624	LESION MEDULA ESPINAL SIN LESION VERTEBRAL	952   	NULL
1625	NEOPLASIA EVOLUCION INCIERTA GLANDULA SUPRARRENAL	2372  	NULL
1626	NEOPLASIA BENIGNA CUERPO UTERO	2191  	NULL
1627	ENFERMEDAD NERVIO CIATICO	3550  	NULL
1628	OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS(FU)	0078  	NULL
1629	INSUFICIENCIA VASCULAR INTESTINO	557   	NULL
1630	TRASTORNO FUNCIONAL INTESTINO	564   	NULL
1631	ENVENENAMIENTO ACCIDENTAL POR DISOLVENTE OTRO	E8624 	NULL
1632	NEOPLASIA BENIGNA TEJIDO BLANDO ABDOMEN	2155  	NULL
1633	LUXACION ABIERTA MUÑECA CARPOMETACARPIANA	83314 	NULL
1634	APLASTAMIENTO DEDO PIE	9283  	NULL
1635	ANOMALIA CONGENITA TRACTO DIGESTIVO SUPERIOR	750   	NULL
1636	ENFERMEDAD CELULA ASTA ANTERIOR	335   	NULL
1637	ARTROPATIA ASOCIADA A INFECCION	711   	NULL
1638	CATARATA CON OTRO TRASTORNO	3664  	NULL
1639	HERIDA GLOBO OJO	871   	NULL
1640	ASFIXIA	7990  	NULL
1641	OTITIS MEDIA MUCOIDE CRONICA	3812  	NULL
1642	ABRASION PIE Y DEDO PIE CON INFECCION	9171  	NULL
1643	NEOPLASIA MALIGNA CERVIX EXOCERVIX	1801  	NULL
1644	NEUMOCONIOSIS NO ESPECIFICADO	505   	NULL
1645	EQUINOCOCCOSIS	122   	NULL
1646	NEOPLASIA EVOLUCION INCIERTA TESTICULO	2364  	NULL
1647	HERIDA CADERA Y MUSLO	890   	NULL
1648	ESTENOSIS VALVULA AORTICA REUMATICA	3950  	NULL
1649	ABORTO ESPONTANEO COMP NO ESPECIFICADO	6348  	NULL
1650	QUISTE SINOVIAL,TENDON Y BOLSA OTRO	72749 	NULL
1651	NEOPLASIA MALIGNA SECUNDARIA OTRA	198   	NULL
1652	CARCINOMA IN SITU LARINGE	2310  	NULL
1653	TENOSINOVITIS ESTILOIDE RADIO	72704 	NULL
1654	SUFRIMIENTO FETO ANTES INICIO PARTO EN NIÑO VIVO	7682  	NULL
1655	OLIGOHIDRAMNIOS ANTEPARTO	65803 	NULL
1656	ESTADO VASECTOMIA	V2652 	NULL
1657	ATRESIA CONGENITA VALVULA PULMONAR	74601 	NULL
1658	EDEMA RETINA	36283 	NULL
1659	FALLO RESPIRATORIO RECIEN NACIDO	77084 	NULL
1660	OTITIS MEDIA SEROSA CRONICA	3811  	NULL
1661	DEFORMIDAD CABEZA ADQUIRIDA OTRA Y NO ESPECIFICADO	7381  	NULL
1662	ABSCESO INTRACRANEAL	3240  	NULL
1663	TRAUMATISMO ORGANO INTERNO NO ESPECIFICADO CON TRAUMA ABDOMEN CERRADO	8690  	NULL
1664	TRASTORNO FUNCIONAL POSTCIRUGIA CORAZON	4294  	NULL
1665	QUERATOCONJUNTIVITIS SECA NO SJOGREN	37033 	NULL
1666	ENFERMEDAD RAIZ LUMBOSACRA NCOC	3534  	NULL
1667	FRACTURA PATOLOGICA FEMUR OTRA	73315 	NULL
1668	HIPERPLASIA PROSTATA BENIGNA LOCALIZADA CON OBSTRUCCION URINARIA	60021 	NULL
1669	GLOMERULONEFRITIS AGUDA	580   	NULL
1670	TRASTORNO METABOLISMO MINERAL NO ESPECIFICADO	2759  	NULL
1671	TRASTORNO NEUROTICO	300   	NULL
1672	CARCINOMA IN SITU OTRO Y NO ESPECIFICADO	234   	NULL
1673	QUISTE RIÑON CONGENITO	7531  	NULL
1674	ICTERICIA NEONATO ASOCIADA A PARTO PRETERMINO	7742  	NULL
1675	LUXACION ABIERTA HOMBRO ACROMIOCLAVICULAR	83114 	NULL
1676	FRACTURA CERRADA MIEMBRO SUPERIOR NO ESPECIFICADO	8180  	NULL
1677	UNION DEFECTUOSA Y NO UNION FRACTURA	7338  	NULL
1678	ICTERICIA FETO Y NEONATO NO ESPECIFICADO	7746  	NULL
1679	PARALISIS MULTIPLE NERVIO CRANEAL	3526  	NULL
1680	ENFERMEDAD DE TIETZE	7336  	NULL
1681	ENFERMEDAD OIDO MEDIO Y MASTOIDES OTRA	385   	NULL
1682	ESOFAGO DE BARRETT	53085 	NULL
1683	HEMORRAGIA ANTEPARTO NO ESPECIFICADO	6419  	NULL
1684	ENFERMEDAD NERVIO HIPOGLOSO [XII PAR]	3525  	NULL
1685	DISFUNCION OVARIO OTRA	2568  	NULL
1686	ABORTO NO ESPECIFICADO COMP HEMORRAGIA EXCESIVA	6371  	NULL
1687	ENFERMEDAD APARATO CIRCULATORIO NO ESPECIFICADO	4599  	NULL
1688	BULTO O MASA TORAX	7866  	NULL
1689	INFLAMACION UTERO SALVO CERVIX	615   	NULL
1690	ESTENOSIS ESTRECHO SUPERIOR PELVIS	6532  	NULL
1691	INFECCION POR VIRUS PAPILOMA HUMANO EN ENF COC Y NO ESPECIFICADO	0794  	NULL
1692	CARCINOMA ENDOMETRIOIDE	M83803	NULL
1693	MIOCARDIOPATIA PRIMARIA OTRA	4254  	NULL
1694	NEOPLASIA MALIGNA SECUNDARIA GANGLIO LINFATICO	196   	NULL
1695	FETO Y NEONATO AFECTADO POR EMBARAZO MULTIPLE	7615  	NULL
1696	HERNIA CRURAL SIN OBSTRUCCION NI GANGRENA	5530  	NULL
1697	DESPROPORCION NO ESPECIFICADO	6539  	NULL
1698	HERIDA OIDO	872   	NULL
1699	CARCINOMA IN SITU MAMA Y APARATO GENITOURINARIO	233   	NULL
1700	ELEVACION ANTIGENO PROSTATICO ESPECIFICO	79093 	NULL
1701	ENFERMEDAD CARDIACA Y COMPLICACION CARDIACA MAL DEFINIDA	429   	NULL
1702	TRASTORNO SECRECION GASTRINA	2515  	NULL
1703	COLELITIASIS SIN COLECISTITIS CON OBSTRUCCION	57421 	NULL
1704	DISFUNCION NODULO SINOAURICULAR	42781 	NULL
1705	TRASTORNO ENDOCRINO OTRO	259   	NULL
1706	NEOPLASIA MALIGNA CORAZON	1641  	NULL
1707	RINITIS ALERGICA NO ESPECIFICADO	4779  	NULL
1708	PROLAPSO UTERO SIN PROLAPSO VAGINA	6181  	NULL
1709	INFECCION POR RICKETTSIA POR GARRAPATA NO ESPECIFICADO	0829  	NULL
1710	NEOPLASIA BENIGNA HUESO Y CARTILAGO PIERNA	2137  	NULL
1711	ENFERMEDAD TRACTO URINARIO OTRA	59989 	NULL
1712	DEHISCENCIA ANTIGUA LIGAMENTO CRUZADO POSTERIOR	71784 	NULL
1713	CONTROL DE LA SALUD DEL LACTANTE O EL NIÑO(FU)	00350 	NULL
1714	FRACTURA MANO MULTIPLE	817   	NULL
1715	NEOPLASIA MALIGNA MAMA FEMENINA CUADRANTE SUPEROEXTERIOR	1744  	NULL
1716	ENFISEMA PULMON BULLOSO	4920  	NULL
1717	ROTURA UTERO ANTES INICIO PARTO	6650  	NULL
1718	VALVULOPATIA PULMONAR NO REUMATICA	4243  	NULL
1719	ENURESIS	3076  	NULL
1720	MAREO POR MOVIMIENTO	9946  	NULL
1721	HIPERTENSION ESENCIAL NO ESPECIFICADO	4019  	NULL
1722	ENFERMEDAD NERVIO ACUSTICO [VIII PAR]	3885  	NULL
1723	LESION SUPERFICIAL MANO SALVO DEDO	914   	NULL
1724	ESTADO ERITEMATOSO	695   	NULL
1725	DEMENCIA EN ENF COC	2941  	NULL
1726	SINUSITIS AGUDA FRONTAL	4611  	NULL
1727	EMBARAZO ECTOPICO OTRO	6338  	NULL
1728	ESTREÑIMIENTO NO ESPECIFICADO	56400 	NULL
1729	EFECTO CALOR Y LUZ	992   	NULL
1730	PARTO UNICO MORTINATO	V271  	NULL
1731	AMPUTACION TRAUMATICA BRAZO Y MANO (COMPLETA)(PARCIAL)	887   	NULL
1732	CONTUSION MIEMBRO INFERIOR NO ESPECIFICADO	9245  	NULL
1733	TRASTORNO FUNCIONAL ESTOMAGO	536   	NULL
1734	TRASTORNO METABOLISMO LIPIDO	272   	NULL
1735	ENFERMEDAD DISCO INTERVERTEBRAL CERVICAL OTRO	72291 	NULL
1736	INFECCION POR GONOCOCO GENITOURINARIA INFERIOR AGUDA	0980  	NULL
1737	PERIODONTITIS AGUDA	5233  	NULL
1738	NEOPLASIA EVOLUCION INCIERTA GENITOURINARIO	236   	NULL
1739	COMPLICACION MECANICA DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO	99632 	NULL
1740	LESION SUPERFICIAL CARA,CUELLO Y CUERO CABELLUDO SALVO OJO	910   	NULL
1741	LESION SUPERFICIAL ANTEBRAZO Y MUÑECA	913   	NULL
1742	CALCIFICACION Y OSIFICACION MUSCULAR NO ESPECIFICADO	72810 	NULL
1743	ANOMALIA CONGENITA OIDO,CARA Y CUELLO	744   	NULL
1744	HEPATITIS POR VIRUS A SIN COMA HEPATICO	0701  	NULL
1745	TORSION TESTICULO	6082  	NULL
1746	DESGARRO CERVIX	6653  	NULL
1747	NEOPLASIA BENIGNA TEJIDO BLANDO MIEMBRO INFERIOR	2153  	NULL
1748	PARESIA GENERAL SIFILITICA	0941  	NULL
1749	HERIDA CABEZA OTRA	873   	NULL
1750	CATARATA POR RADIACION O INFLUENCIA FISICA	36646 	NULL
1751	ENFERMEDAD RETINA OTRO	36289 	NULL
1752	CICATRIZ QUELOIDE	7014  	NULL
1753	LUXACION MANDIBULA	830   	NULL
1754	ENFERMEDAD VASCULAR PERIFERICA OTRA	443   	NULL
1755	NEUMOCONIOSIS TRABAJADOR CARBON	500   	NULL
1756	INFECCION POR BACTERIA OTRA	040   	NULL
1757	PRURITO	698   	NULL
1758	CISTADENOMA SEROSO SAI	M84410	NULL
1759	EXOTROPIA	3781  	NULL
1760	COMPLICACION PROCEDIMIENTO VASCULAR PERIFERICA	9972  	NULL
1761	DEFECTO RETINA SIN DESPRENDIMIENTO	3613  	NULL
1762	ANEURISMA AORTA	441   	NULL
1763	LARINGITIS Y LARINGOTRAQUEITIS CRONICA	476   	NULL
1764	FRACTURA MIEMBRO SUPERIOR MULTIPLE Y BILATERAL	819   	NULL
1765	AUMENTO ANORMAL PESO	7831  	NULL
1766	DISTROFIA MUSCULAR Y OTRA MIOPATIA	359   	NULL
1767	PURPURA NO TROMBOCITOPENICA OTRA	2872  	NULL
1768	DIABETES MELLITUS CON CETOACIDOSIS TIPO II DESCONTROLADA	25012 	NULL
1769	ROTURA TENDON ROTULIANO	72766 	NULL
1770	SINTOMA APARATO DIGESTIVO OTRO OTRO	78799 	NULL
1771	DEPENDENCIA COCAINA NO ESPECIFICADO	30420 	NULL
1772	MIOCLONUS	3332  	NULL
1773	TRASTORNO ANSIEDAD GENERALIZADO	30002 	NULL
1774	VARICES ESOFAGO SIN HEMORRAGIA	4561  	NULL
1775	MASTOPATIA INFLAMATORIA	6110  	NULL
1776	INFECCION POR BRUCELLA	023   	NULL
1777	MELANOMA NODULAR	M87213	NULL
1778	ENFERMEDAD ESTOMAGO Y DUODENO OTRO	537   	NULL
1779	NEUROPATIA PERIFERICA HEREDITARIA	3560  	NULL
1780	GINGIVITIS AGUDA	5230  	NULL
1781	ENFERMEDAD TRACTO BILIAR OTRA	576   	NULL
1782	COLITIS POR AMEBA SIN DISENTERIA	0062  	NULL
1783	MUERMO	024   	NULL
1784	TRAUMATISMO CODO,ANTEBRAZO Y MUÑECA OTRO Y NO ESPECIFICADO	9593  	NULL
1785	COLESTEATOMA OIDO MEDIO Y MASTOIDES	3853  	NULL
1786	SIFILIS TARDIA SINTOMATICA OTRA	095   	NULL
1787	ARTRITIS PIOGENICA CADERA	71105 	NULL
1788	TRAUMATISMO OTRO Y MULTIPLE	9598  	NULL
1789	MOLA HIDATIFORME	630   	NULL
1790	PARO CORAZON	4275  	NULL
1791	DIABETES MELLITUS NO ESPECIFICADO TIPO II	25000 	NULL
1792	DOLOR ABDOMEN CUADRANTE INFERIOR DERECHO	78903 	NULL
1793	NEOPLASIA MALIGNA GLANDULA PAROTIDA	1420  	NULL
1794	ENVENENAMIENTO POR FARMACO MUSCULO Y RESPIRATORIO	975   	NULL
1795	INFECCION POR TREMATODO NO ESPECIFICADO	1219  	NULL
1796	DEGENERACION CEREBRO OTRA	331   	NULL
1797	REACCION DEPRESIVA PROLONGADA	3091  	NULL
1798	NEOPLASIA MALIGNA GLANDE	1872  	NULL
1799	DONANTE MEDULA OSEA	V593  	NULL
1800	SARAMPION	055   	NULL
1801	EFECTO TOXICO GAS,HUMO Y VAPOR	987   	NULL
1802	OSTEOARTROSIS LOCALIZADA SECUNDARIA OTRA	71528 	NULL
1803	HIPOTENSION ORTOSTATICA	4580  	NULL
1804	FRACTURA ABIERTA CLAVICULA	8101  	NULL
1805	ESCLEROSIS RIÑON NO ESPECIFICADO	587   	NULL
1806	NEUMONIA POR MYCOPLASMA	4830  	NULL
1807	ESPERMATOCELE	6081  	NULL
1808	INERCIA UTERO PRIMARIA	6610  	NULL
1809	ENTERITIS REGIONAL INTESTINO DELGADO E INTESTINO GRUESO	5552  	NULL
1810	HERIDA PIEL PARPADO Y ZONA PERIOCULAR	8700  	NULL
1811	PROBLEMA FETO Y PLACENTA AFECTA TTO MADRE	656   	NULL
1812	HEMORRAGIA GASTROINTESTINAL FETO Y NEONATO	7724  	NULL
1813	NEOPLASIA MALIGNA PARAMETRIO	1834  	NULL
1814	ESGUINCE CADERA Y MUSLO	843   	NULL
1815	EDEMA CEREBRO	3485  	NULL
1816	ESTENOSIS URETRA EN INFECCION	5980  	NULL
1817	EFECTO RADIACION NO ESPECIFICADO	990   	NULL
1818	TRASTORNO ANTISOCIAL PERSONALIDAD	3017  	NULL
1819	GINGIVOSTOMATITIS POR HERPES	0542  	NULL
1820	CONTUSION CEREBRO SIN HERIDA CRANEAL ABIERTA OTRA	8518  	NULL
1821	CUIDADO PARA TERAPIA Y REHABILITACION PROFESIONAL	V572  	NULL
1822	POLINEUROPATIA POR FARMACOS	3576  	NULL
1823	DACRIOADENITIS	3750  	NULL
1824	NEOPLASIA MALIGNA PIEL MIEMBRO INFERIOR Y CADERA	1737  	NULL
1825	INTOXICACION ALIMENTARIA POR ESTAFILOCOCO	0050  	NULL
1826	IMPACTACION INTESTINO NO ESPECIFICADO	56030 	NULL
1827	OTITIS EXTERNA OTRA	3802  	NULL
1828	EFECTO TARDIO FRACTURA HUESO MULTIPLE Y NO ESPECIFICADO	9055  	NULL
1829	ARTROPATIA NO ESPECIFICADO CADERA	71695 	NULL
1830	SINEQUIA INTRAUTERINA	6215  	NULL
1831	ENVENENAMIENTO POR FARMACO ODONTOLOGICO TOPICO	9767  	NULL
1832	MUERTE INTRAUTERINA	6564  	NULL
1833	EPILEPSIA NO CONVULSIVA GENERALIZADA	3450  	NULL
1834	CONTACTO PARA EXAMEN GINECOLOGICO	V723  	NULL
1835	CORIORRETINITIS Y RETINOCOROIDITIS DISEMINADA	3631  	NULL
1836	URETRITIS Y SINDROME URETRAL	597   	NULL
1837	PICADURA INSECTO MIEMBRO INFERIOR SALVO PIE SIN INFECCION	9164  	NULL
1838	ESOTROPIA	3780  	NULL
1839	HIPOGLUCEMIA OTRA	2511  	NULL
1840	FISTULA URETRA	5991  	NULL
1841	ABSCESO Y CELULITIS NALGA	6825  	NULL
1842	HIPERPLASIA ARTERIA RENAL	4473  	NULL
1843	EXAMEN ESPECIAL INFECCION POR VIRUS	V73   	NULL
1844	TRASTORNO EXCRECION BILIRRUBINA	2774  	NULL
1845	PROSTATITIS EN ENF COC	6014  	NULL
1846	ENFERMEDAD RENAL HIPERTENSIVA	403   	NULL
1847	HEMORRAGIA POSTPARTO INMEDIATA	6661  	NULL
1848	LESION NO ALOPATICA REGION SACRAL	7394  	NULL
1849	ENFERMEDAD MUSCULAR OTRA	7283  	NULL
1850	POLIOMIELITIS AGUDA	045   	NULL
1851	ENTESOPATIA RODILLA	7266  	NULL
1852	TRASTORNO FUNCIONAL VEJIGA OTRO OTRO	59659 	NULL
1853	FISURA PALADAR	7490  	NULL
1854	NEOPLASIA MALIGNA OTRA Y NO ESPECIFICADO CABEZA,CARA Y CUELLO	1950  	NULL
1855	HERNIA ABDOMEN CON OBSTRUCCION SIN GANGRENA OTRA	552   	NULL
1856	CATARATA OTRA	3668  	NULL
1857	ESTENOSIS ARTERIA CAROTIDA SIN INFARTO CEREBRO	43310 	NULL
1858	NEOPLASIA MALIGNA SECUNDARIA RIÑON	1980  	NULL
1859	PORTADOR ENFERMEDAD GASTROINTESTINAL OTRA	V023  	NULL
1860	HEPATITIS EN INFECCION POR VIRUS COC	5731  	NULL
1861	BLEFAROCONJUNTIVITIS	3722  	NULL
1862	FRACTURA CERRADA DE SACRO Y COCCIX	8056  	NULL
1863	ROTURA TENDON EXTENSOR MANO Y MUÑECA	72763 	NULL
1864	MONONEURITIS MIEMBRO SUPERIOR OTRA	3548  	NULL
1865	HERIDA LARINGE Y TRAQUEA NO COMPLICADA	8740  	NULL
1866	ENFERMEDAD GLANDULA HIPOFISIS E HIPOTALAMO	253   	NULL
1867	SUFRIMIENTO FETO DURANTE PARTO EN NIÑO VIVO	7683  	NULL
1868	ACNE OTRO	7061  	NULL
1869	ESCOLIOSIS O CIFOESCOLIOSIS ADQUIRIDA	7373  	NULL
1870	LESION NO ALOPATICA REGION CABEZA	7390  	NULL
1871	NEOPLASIA NATURALEZA NO ESPECIFICADO	239   	NULL
1872	DISFUNCION OVARIO NO ESPECIFICADO	2569  	NULL
1873	ENVENENAMIENTO POR BENZODIACEPINA	9694  	NULL
1874	ESTADO INFECCION VIH ASINTOMATICO	V08   	NULL
1875	NEOPLASIA MALIGNA COLON NO ESPECIFICADO	1539  	NULL
1876	BULTO O MASA CABEZA Y CUELLO	7842  	NULL
1877	ULCERA DECUBITO ESPALDA INFERIOR	70703 	NULL
1878	BRONQUITIS CRONICA MUCOPURULENTA	4911  	NULL
1879	ENFERMEDAD MEDULA ESPINAL NO ESPECIFICADO	3369  	NULL
1880	NEOPLASIA MALIGNA VESICULA BILIAR	1560  	NULL
1881	ALGONEURODISTROFIA	7337  	NULL
1882	FISTULA ARTERIOVENOSA VASO PULMONAR	4170  	NULL
1883	ECTASIA CONDUCTO MAMARIO	6104  	NULL
1884	FRACTURA CERRADA HUMERO SUPRACONDILEA	81241 	NULL
1885	NEOPLASIA MALIGNA FOSA NARIZ	1600  	NULL
1886	OTITIS MEDIA SUPURATIVA Y NO ESPECIFICADO	382   	NULL
1887	BURSITIS OCUPACIONAL	7272  	NULL
1888	DERMATITIS NO ESPECIFICADO	6929  	NULL
1889	DISFAGIA POR ENFERMEDAD CEREBROVASCULAR	43882 	NULL
1890	PICADURA INSECTO MANO SALVO DEDO CON INFECCION	9145  	NULL
1891	VERTIGO POSICIONAL PAROXISTICO BENIGNO	38611 	NULL
1892	NEURONITIS VESTIBULAR	38612 	NULL
1893	HERIDA PENE NO COMPLICADA	8780  	NULL
1894	ENFERMEDAD GINGIVAL Y PERIODONTAL	523   	NULL
1895	TRASTORNO BIPOLAR MANIACO NO ESPECIFICADO	29640 	NULL
1896	PRODUCTO ANORMAL CONCEPCION OTRO	631   	NULL
1897	VALVULOPATIA AORTICA NO REUMATICA	4241  	NULL
1898	ANEMIA APLASTICA NO ESPECIFICADO	2849  	NULL
1899	DESPRENDIMIENTO PLACENTA,PLACENTA PREVIA Y HEMORRAGIA	641   	NULL
1900	COMPLICACION PARTO Y ALUMBRAMIENTO OTRA POSTPARTO	66984 	NULL
1901	LESION VASO SANGUINEO TIBIAL NO ESPECIFICADO	90450 	NULL
1902	DEHISCENCIA HERIDA OPERATORIA EXTERNA Y NO ESPECIFICADO	99832 	NULL
1903	COLITIS ULCEROSA NO ESPECIFICADO	5569  	NULL
1904	FRACTURA CERRADA HUMERO EXTREMO INFERIOR	8124  	NULL
1905	HEMORRAGIA SUBARACNOIDEA,SUBDURAL Y EXTRADURAL TRAUMATICA	852   	NULL
1906	MIGRAÑA NO ESPECIFICADO	3469  	NULL
